Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
196, ,0.01,8.119844993184007e-06,1.33777783639e+23,5.24345943144e-48,6.68888918197e+22,0.0, , , , 
197, ,0.01,8.703591361485167e-06,1.53704118315e+23,5.24345943144e-48,7.68520591577e+22,0.0, , , , 
198, ,0.01,9.329304026284676e-06,1.76598500471e+23,5.24345943144e-48,8.82992502357e+22,0.0, , , , 
199, ,0.01,1e-05,2.02903023748e+23,5.24345943144e-48,1.01451511874e+23,0.0, , , , 
200, ,0.010353218432956621,1.0000000000000001e-11,176598500503.0,4.73033486881e-48,1469001621.44,0.00199340370114, , , , 
201, ,0.010353218432956621,1.0718913192051263e-11,202903023785.0,4.73033486881e-48,1936002158.12,0.00301847157381, , , , 
202, ,0.010353218432956621,1.1489510001873107e-11,233125632118.0,4.73033486881e-48,2550840279.67,0.00456943307178, , , , 
203, ,0.010353218432956621,1.2315506032928262e-11,267849928192.0,4.73033486881e-48,3359998476.13,0.00691587441153, , , , 
204, ,0.010353218432956621,1.3200884008314167e-11,307746442896.0,4.73033486881e-48,4424412335.24,0.0104627210581, , , , 
205, ,0.010353218432956621,1.4149912974345786e-11,353585583369.0,4.73033486881e-48,5823882760.66,0.0158229233744, , , , 
206, ,0.010353218432956621,1.5167168884709242e-11,406252509664.0,4.73033486881e-48,7662794057.51,0.0239208592574, , , , 
207, ,0.010353218432956621,1.6257556664437934e-11,466764227307.0,4.73033486881e-48,10077503873.1,0.0361441374605, , , , 
208, ,0.010353218432956621,1.7426333860096473e-11,536289225816.0,4.73033486881e-48,13245863373.9,0.0545847401994, , , , 
209, ,0.010353218432956621,1.8679135990207848e-11,616170042391.0,4.73033486881e-48,17399436687.1,0.0823810525006, , , , 
210, ,0.010353218432956621,2.0022003718155844e-11,707949186491.0,4.73033486881e-48,22839118534.8,0.124243490223, , , , 
211, ,0.010353218432956621,2.1461411978584013e-11,813398925900.0,4.73033486881e-48,29954997592.2,0.187226256373, , , , 
212, ,0.010353218432956621,2.300430119772921e-11,934555509464.0,4.73033486881e-48,39251477315.0,0.281873103743, , , , 
213, ,0.010353218432956621,2.465811075822604e-11,1.07375848733e+12,4.73033486881e-48,51378838685.4,0.423919690396, , , , 
214, ,0.010353218432956621,2.643081486974103e-11,1.23369588798e+12,4.73033486881e-48,67172597606.4,0.636784516529, , , , 
215, ,0.010353218432956621,2.833096101839318e-11,1.41745612442e+12,4.73033486881e-48,87702152571.0,0.955233459495, , , , 
216, ,0.010353218432956621,3.036771118035461e-11,1.62858763187e+12,4.73033486881e-48,114330304396.0,1.43074383154, , , , 
