Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,Kappa0
672, ,0.06250551925273973,1.7575106248547933e-08,2.3112771943e+15,8.85072403906e-46,1.15563859715e+15,29310771546.6, 
673, ,0.06250551925273973,2.222996482526196e-08,3.69771697273e+15,8.85072403906e-46,1.84885848636e+15,67091924752.8, 
674, ,0.06250551925273973,2.8117686979742307e-08,5.91582474145e+15,8.85072403906e-46,2.95791237072e+15,143617693659.0, 
675, ,0.06250551925273973,3.5564803062231293e-08,9.46448379627e+15,8.85072403906e-46,4.73224189813e+15,276173034017.0, 
676, ,0.06250551925273973,4.498432668969443e-08,1.5141836928e+16,8.85072403906e-46,7.57091846402e+15,447361055448.0, 
677, ,0.06250551925273973,5.689866029018303e-08,2.42247998402e+16,8.85072403906e-46,1.21123999201e+16,550745974136.0, 
678, ,0.06250551925273973,7.196856730011529e-08,3.8756257255e+16,8.85072403906e-46,1.93781286275e+16,437086439388.0, 
679, ,0.06250551925273973,9.102981779915227e-08,6.20045361087e+16,8.85072403906e-46,3.10022680544e+16,171841013696.0, 
680, ,0.06250551925273973,1.151395399326448e-07,9.91984977486e+16,8.85072403906e-46,4.95992488743e+16,21960337383.1, 
681, ,0.06250551925273973,1.4563484775012446e-07,1.58703581595e+17,8.85072403906e-46,7.93517907975e+16,464883843.272, 
682, ,0.06250551925273973,1.8420699693267165e-07,2.53903308847e+17,8.85072403906e-46,1.26951654424e+17,554459.021141, 
683, ,0.06250551925273973,2.329951810515372e-07,4.06209422596e+17,8.85072403906e-46,2.03104711298e+17,6.63563194394, 
684, ,0.06250551925273973,2.947051702551811e-07,6.49877686727e+17,8.85072403906e-46,3.24938843364e+17,5.04148131411e-08, 
685, ,0.06250551925273973,3.727593720314938e-07,1.03971248379e+18,8.85072403906e-46,5.19856241894e+17,2.93729120424e-21, 
686, ,0.06250551925273973,4.7148663634573897e-07,1.66339308307e+18,8.85072403906e-46,8.31696541536e+17,1.1209862526e-42, 
687, ,0.06250551925273973,5.963623316594636e-07,2.66119392808e+18,8.85072403906e-46,1.33059696404e+18,3.45489953354e-77, 
688, ,0.06250551925273973,7.543120063354624e-07,4.25753431041e+18,8.85072403906e-46,2.1287671552e+18,1.20397595544e-132, 
689, ,0.06250551925273973,9.540954763499944e-07,6.81145339053e+18,8.85072403906e-46,3.40572669526e+18,1.29161140773e-221, 
690, ,0.06250551925273973,1.2067926406393288e-06,1.08973631e+19,8.85072403906e-46,5.44868155001e+18,0.0, 
691, ,0.06250551925273973,1.526417967175233e-06,1.74342413763e+19,8.85072403906e-46,8.71712068814e+18,0.0, 
692, ,0.06250551925273973,1.9306977288832498e-06,2.78923230856e+19,8.85072403906e-46,1.39461615428e+19,0.0, 
693, ,0.06250551925273973,2.4420530945486497e-06,4.46237762985e+19,8.85072403906e-46,2.23118881493e+19,0.0, 
694, ,0.06250551925273973,3.088843596477485e-06,7.13917376129e+19,8.85072403906e-46,3.56958688065e+19,0.0, 
695, ,0.06250551925273973,3.906939937054621e-06,1.14216693928e+20,8.85072403906e-46,5.71083469639e+19,0.0, 
696, ,0.06250551925273973,4.941713361323839e-06,1.82730573705e+20,8.85072403906e-46,9.13652868526e+19,0.0, 
697, ,0.06250551925273973,6.250551925273976e-06,2.92343101681e+20,8.85072403906e-46,1.4617155084e+20,0.0, 
698, ,0.06250551925273973,7.906043210907703e-06,4.67707660341e+20,8.85072403906e-46,2.3385383017e+20,0.0, 
699, ,0.06250551925273973,1e-05,7.48266178622e+20,8.85072403906e-46,3.74133089311e+20,0.0, 
700, ,0.07196856730011521,1e-10,42575343158.3,1.9362243705e-46,3176820784.21,4.16613809515, 
701, ,0.07196856730011521,1.264855216855296e-10,68114533991.9,1.9362243705e-46,7655614751.34,16.0620354454, 
702, ,0.07196856730011521,1.5998587196060573e-10,108973631139.0,1.9362243705e-46,17884865316.9,60.0322290482, 
703, ,0.07196856730011521,2.0235896477251562e-10,174342413985.0,1.9362243705e-46,40014461023.7,214.878062944, 
704, ,0.07196856730011521,2.559547922699533e-10,278923231211.0,1.9362243705e-46,84637000235.7,727.123996088, 
705, ,0.07196856730011521,3.23745754281764e-10,446237763553.0,1.9362243705e-46,167546499784.0,2302.77531317, 
706, ,0.07196856730011521,4.09491506238042e-10,713917377038.0,1.9362243705e-46,309630812363.0,6808.00995708, 
707, ,0.07196856730011521,5.179474679231202e-10,1.14216694073e+12,1.9362243705e-46,538496969689.0,18941.1344524, 
708, ,0.07196856730011521,6.551285568595495e-10,1.82730573938e+12,1.9362243705e-46,896269747289.0,50429.7979297, 
709, ,0.07196856730011521,8.28642772854686e-10,2.92343102053e+12,1.9362243705e-46,1.45490348486e+12,130940.781858, 
710, ,0.07196856730011521,1.0481131341546874e-09,4.67707660936e+12,1.9362243705e-46,2.33671239651e+12,336344.746496, 
711, ,0.07196856730011521,1.3257113655901108e-09,7.48266179575e+12,1.9362243705e-46,3.7410266201e+12,861039.451661, 
712, ,0.07196856730011521,1.6768329368110098e-09,1.19712017198e+13,1.9362243705e-46,5.98557301656e+12,2202184.10582, 
713, ,0.07196856730011521,2.1209508879201927e-09,1.91522314556e+13,1.9362243705e-46,9.5761145337e+12,5629026.79791, 
714, ,0.07196856730011521,2.6826957952797275e-09,3.06408644941e+13,1.9362243705e-46,1.53204322274e+13,14376721.3535, 
715, ,0.07196856730011521,3.393221771895329e-09,4.90210542372e+13,1.9362243705e-46,2.45105271185e+13,36671139.5824, 
716, ,0.07196856730011521,4.291934260128778e-09,7.84267610656e+13,1.9362243705e-46,3.92133805328e+13,93344759.0685, 
717, ,0.07196856730011521,5.4286754393238595e-09,1.25471737541e+14,1.9362243705e-46,6.27358687706e+13,236819342.669, 
718, ,0.07196856730011521,6.866488450042997e-09,2.00737053369e+14,1.9362243705e-46,1.00368526685e+14,597645048.4, 
719, ,0.07196856730011521,8.68511373751352e-09,3.21150925181e+14,1.9362243705e-46,1.60575462591e+14,1495505726.78, 
720, ,0.07196856730011521,1.0985411419875573e-08,5.13796107961e+14,1.9362243705e-46,2.5689805398e+14,3691842083.73, 
721, ,0.07196856730011521,1.3894954943731358e-08,8.22001183421e+14,1.9362243705e-46,4.1100059171e+14,8918163561.87, 
722, ,0.07196856730011521,1.7575106248547933e-08,1.31508576082e+15,1.9362243705e-46,6.57542880411e+14,20808114640.0, 
723, ,0.07196856730011521,2.222996482526196e-08,2.10395142148e+15,1.9362243705e-46,1.05197571074e+15,45927428631.2, 
724, ,0.07196856730011521,2.8117686979742307e-08,3.36602502728e+15,1.9362243705e-46,1.68301251364e+15,92752643919.1, 
725, ,0.07196856730011521,3.5564803062231293e-08,5.38516449031e+15,1.9362243705e-46,2.69258224516e+15,162498570682.0, 
726, ,0.07196856730011521,4.498432668969443e-08,8.61550236634e+15,1.9362243705e-46,4.30775118317e+15,226783807496.0, 
727, ,0.07196856730011521,5.689866029018303e-08,1.37835865846e+16,1.9362243705e-46,6.89179329229e+15,219973969869.0, 
728, ,0.07196856730011521,7.196856730011529e-08,2.20517911848e+16,1.9362243705e-46,1.10258955924e+16,119219603012.0, 
729, ,0.07196856730011521,9.102981779915227e-08,3.52797504099e+16,1.9362243705e-46,1.76398752049e+16,25462859375.0, 
730, ,0.07196856730011521,1.151395399326448e-07,5.64426163188e+16,1.9362243705e-46,2.82213081594e+16,1225904977.75, 
731, ,0.07196856730011521,1.4563484775012446e-07,9.0300211875e+16,1.9362243705e-46,4.51501059375e+16,5443548.41563, 
732, ,0.07196856730011521,1.8420699693267165e-07,1.4446758135e+17,1.9362243705e-46,7.22337906752e+16,533.647754374, 
733, ,0.07196856730011521,2.329951810515372e-07,2.31127719724e+17,1.9362243705e-46,1.15563859862e+17,0.000117267335785, 
734, ,0.07196856730011521,2.947051702551811e-07,3.69771697743e+17,1.9362243705e-46,1.84885848872e+17,1.48714616318e-15, 
735, ,0.07196856730011521,3.727593720314938e-07,5.91582474898e+17,1.9362243705e-46,2.95791237449e+17,3.11987034697e-33, 
736, ,0.07196856730011521,4.7148663634573897e-07,9.46448380831e+17,1.9362243705e-46,4.73224190416e+17,9.26081778353e-62, 
737, ,0.07196856730011521,5.963623316594636e-07,1.51418369473e+18,1.9362243705e-46,7.57091847365e+17,1.20744469113e-107, 
738, ,0.07196856730011521,7.543120063354624e-07,2.4224799871e+18,1.9362243705e-46,1.21123999355e+18,2.67840999034e-181, 
739, ,0.07196856730011521,9.540954763499944e-07,3.87562573043e+18,1.9362243705e-46,1.93781286522e+18,2.2238551331e-299, 
740, ,0.07196856730011521,1.2067926406393288e-06,6.20045361876e+18,1.9362243705e-46,3.10022680938e+18,0.0, 
741, ,0.07196856730011521,1.526417967175233e-06,9.91984978749e+18,1.9362243705e-46,4.95992489374e+18,0.0, 
742, ,0.07196856730011521,1.9306977288832498e-06,1.58703581797e+19,1.9362243705e-46,7.93517908985e+18,0.0, 
743, ,0.07196856730011521,2.4420530945486497e-06,2.53903309171e+19,1.9362243705e-46,1.26951654585e+19,0.0, 
744, ,0.07196856730011521,3.088843596477485e-06,4.06209423113e+19,1.9362243705e-46,2.03104711557e+19,0.0, 
745, ,0.07196856730011521,3.906939937054621e-06,6.49877687554e+19,1.9362243705e-46,3.24938843777e+19,0.0, 
746, ,0.07196856730011521,4.941713361323839e-06,1.03971248511e+20,1.9362243705e-46,5.19856242555e+19,0.0, 
747, ,0.07196856730011521,6.250551925273976e-06,1.66339308519e+20,1.9362243705e-46,8.31696542594e+19,0.0, 
748, ,0.07196856730011521,7.906043210907703e-06,2.66119393147e+20,1.9362243705e-46,1.33059696574e+20,0.0, 
749, ,0.07196856730011521,1e-05,4.25753431583e+20,1.9362243705e-46,2.12876715791e+20,0.0, 
750, ,0.08286427728546843,1e-10,24224799911.9,1.06491005264e-44,11615299650.3,20.193854529, 
751, ,0.08286427728546843,1.264855216855296e-10,38756257369.7,1.06491005264e-44,19136858972.8,53.2277768425, 
752, ,0.08286427728546843,1.5998587196060573e-10,62004536292.2,1.06491005264e-44,30918037082.1,137.580474424, 
753, ,0.08286427728546843,2.0235896477251562e-10,99198498042.2,1.06491005264e-44,49579698471.7,352.95824613, 
754, ,0.08286427728546843,2.559547922699533e-10,158703582065.0,1.06491005264e-44,79349073142.7,903.715321333, 
755, ,0.08286427728546843,3.23745754281764e-10,253903309599.0,1.06491005264e-44,126951457012.0,2313.08195782, 
756, ,0.08286427728546843,4.09491506238042e-10,406209423799.0,1.06491005264e-44,203104705551.0,5920.05872611, 
757, ,0.08286427728546843,5.179474679231202e-10,649877688650.0,1.06491005264e-44,324938844253.0,15151.0593841, 
758, ,0.08286427728546843,6.551285568595495e-10,1.03971248686e+12,1.06491005264e-44,519856243432.0,38773.2498079, 
759, ,0.08286427728546843,8.28642772854686e-10,1.66339308799e+12,1.06491005264e-44,831696543997.0,99214.9185465, 
760, ,0.08286427728546843,1.0481131341546874e-09,2.66119393596e+12,1.06491005264e-44,1.33059696798e+12,253834.517828, 
761, ,0.08286427728546843,1.3257113655901108e-09,4.25753432301e+12,1.06491005264e-44,2.1287671615e+12,649248.068686, 
762, ,0.08286427728546843,1.6768329368110098e-09,6.81145341069e+12,1.06491005264e-44,3.40572670534e+12,1659926.00615, 
763, ,0.08286427728546843,2.1209508879201927e-09,1.08973631323e+13,1.06491005264e-44,5.44868156614e+12,4241072.91121, 
764, ,0.08286427728546843,2.6826957952797275e-09,1.74342414279e+13,1.06491005264e-44,8.71712071394e+12,10824232.3117, 
765, ,0.08286427728546843,3.393221771895329e-09,2.78923231681e+13,1.06491005264e-44,1.39461615841e+13,27578681.9431, 
766, ,0.08286427728546843,4.291934260128778e-09,4.46237764306e+13,1.06491005264e-44,2.23118882153e+13,70074187.4398, 
767, ,0.08286427728546843,5.4286754393238595e-09,7.13917378242e+13,1.06491005264e-44,3.56958689121e+13,177270252.434, 
768, ,0.08286427728546843,6.866488450042997e-09,1.14216694266e+14,1.06491005264e-44,5.7108347133e+13,445310659.094, 
769, ,0.08286427728546843,8.68511373751352e-09,1.82730574246e+14,1.06491005264e-44,9.1365287123e+13,1106139356.9, 
770, ,0.08286427728546843,1.0985411419875573e-08,2.92343102546e+14,1.06491005264e-44,1.46171551273e+14,2698662235.62, 
771, ,0.08286427728546843,1.3894954943731358e-08,4.67707661725e+14,1.06491005264e-44,2.33853830862e+14,6397280791.8, 
772, ,0.08286427728546843,1.7575106248547933e-08,7.48266180837e+14,1.06491005264e-44,3.74133090418e+14,14482954683.0, 
773, ,0.08286427728546843,2.222996482526196e-08,1.197120174e+15,1.06491005264e-44,5.98560086999e+14,30461098190.5, 
774, ,0.08286427728546843,2.8117686979742307e-08,1.91522314879e+15,1.06491005264e-44,9.57611574394e+14,56948338888.5, 
775, ,0.08286427728546843,3.5564803062231293e-08,3.06408645458e+15,1.06491005264e-44,1.53204322729e+15,88181845379.5, 
776, ,0.08286427728546843,4.498432668969443e-08,4.90210543199e+15,1.06491005264e-44,2.45105271599e+15,101006438134.0, 
777, ,0.08286427728546843,5.689866029018303e-08,7.84267611979e+15,1.06491005264e-44,3.9213380599e+15,71425325815.5, 
778, ,0.08286427728546843,7.196856730011529e-08,1.25471737753e+16,1.06491005264e-44,6.27358688765e+15,23347386844.0, 
779, ,0.08286427728546843,9.102981779915227e-08,2.00737053708e+16,1.06491005264e-44,1.00368526854e+16,2220671294.84, 
780, ,0.08286427728546843,1.151395399326448e-07,3.21150925723e+16,1.06491005264e-44,1.60575462861e+16,29307714.7614, 
781, ,0.08286427728546843,1.4563484775012446e-07,5.13796108827e+16,1.06491005264e-44,2.56898054414e+16,16413.588038, 
782, ,0.08286427728546843,1.8420699693267165e-07,8.22001184807e+16,1.06491005264e-44,4.11000592404e+16,0.0586107504382, 
783, ,0.08286427728546843,2.329951810515372e-07,1.31508576304e+17,1.06491005264e-44,6.5754288152e+16,6.43198289546e-11, 
784, ,0.08286427728546843,2.947051702551811e-07,2.10395142503e+17,1.06491005264e-44,1.05197571252e+17,1.69574028177e-25, 
785, ,0.08286427728546843,3.727593720314938e-07,3.36602503296e+17,1.06491005264e-44,1.68301251648e+17,4.57302811557e-49, 
786, ,0.08286427728546843,4.7148663634573897e-07,5.3851644994e+17,1.06491005264e-44,2.6925822497e+17,5.10563477896e-87, 
787, ,0.08286427728546843,5.963623316594636e-07,8.61550238087e+17,1.06491005264e-44,4.30775119044e+17,5.56080512893e-148, 
788, ,0.08286427728546843,7.543120063354624e-07,1.37835866078e+18,1.06491005264e-44,6.89179330391e+17,9.295741335e-246, 
789, ,0.08286427728546843,9.540954763499944e-07,2.2051791222e+18,1.06491005264e-44,1.1025895611e+18,0.0, 
790, ,0.08286427728546843,1.2067926406393288e-06,3.52797504694e+18,1.06491005264e-44,1.76398752347e+18,0.0, 
791, ,0.08286427728546843,1.526417967175233e-06,5.6442616414e+18,1.06491005264e-44,2.8221308207e+18,0.0, 
792, ,0.08286427728546843,1.9306977288832498e-06,9.03002120273e+18,1.06491005264e-44,4.51501060137e+18,0.0, 
793, ,0.08286427728546843,2.4420530945486497e-06,1.44467581594e+19,1.06491005264e-44,7.22337907971e+18,0.0, 
794, ,0.08286427728546843,3.088843596477485e-06,2.31127720114e+19,1.06491005264e-44,1.15563860057e+19,0.0, 
795, ,0.08286427728546843,3.906939937054621e-06,3.69771698367e+19,1.06491005264e-44,1.84885849183e+19,0.0, 
796, ,0.08286427728546843,4.941713361323839e-06,5.91582475896e+19,1.06491005264e-44,2.95791237948e+19,0.0, 
797, ,0.08286427728546843,6.250551925273976e-06,9.46448382428e+19,1.06491005264e-44,4.73224191214e+19,0.0, 
798, ,0.08286427728546843,7.906043210907703e-06,1.51418369728e+20,1.06491005264e-44,7.57091848642e+19,0.0, 
799, ,0.08286427728546843,1e-05,2.42247999119e+20,1.06491005264e-44,1.21123999559e+20,0.0, 
800, ,0.09540954763499936,1e-10,13783586638.7,1.53334684378e-46,285213829.343,0.65736541201, 
801, ,0.09540954763499936,1.264855216855296e-10,22051791271.3,1.53334684378e-46,718005769.931,2.64753797018, 
802, ,0.09540954763499936,1.5998587196060573e-10,35279750548.3,1.53334684378e-46,1790338437.62,10.5614896263, 
803, ,0.09540954763499936,2.0235896477251562e-10,56442616540.2,1.53334684378e-46,4399021420.09,41.5162743952, 
804, ,0.09540954763499936,2.559547922699533e-10,90300212229.3,1.53334684378e-46,10572188875.2,159.622408028, 
805, ,0.09540954763499936,3.23745754281764e-10,144467581917.0,1.53334684378e-46,24602881136.7,594.254623384, 
806, ,0.09540954763499936,4.09491506238042e-10,231127720631.0,1.53334684378e-46,54757893623.8,2115.80971285, 
807, ,0.09540954763499936,5.179474679231202e-10,369771699194.0,1.53334684378e-46,115073389153.0,7112.54519181, 
808, ,0.09540954763499936,6.551285568595495e-10,591582477219.0,1.53334684378e-46,226169964826.0,22359.8307715, 
809, ,0.09540954763499936,8.28642772854686e-10,946448384545.0,1.53334684378e-46,415117263215.0,65634.0081639, 
810, ,0.09540954763499936,1.0481131341546874e-09,1.51418370067e+12,1.53334684378e-46,718045389607.0,181526.633555, 
811, ,0.09540954763499936,1.3257113655901108e-09,2.4224799966e+12,1.53334684378e-46,1.19101056846e+12,481264.296354, 
812, ,0.09540954763499936,1.6768329368110098e-09,3.87562574564e+12,1.53334684378e-46,1.93016305247e+12,1245949.44372, 
813, ,0.09540954763499936,2.1209508879201927e-09,6.20045364309e+12,1.53334684378e-46,3.09826526633e+12,3192107.89587, 
814, ,0.09540954763499936,2.6826957952797275e-09,9.91984982641e+12,1.53334684378e-46,4.959615765e+12,8144083.69949, 
815, ,0.09540954763499936,3.393221771895329e-09,1.5870358242e+13,1.53334684378e-46,7.93515275717e+12,20720351.2479, 
816, ,0.09540954763499936,4.291934260128778e-09,2.53903310167e+13,1.53334684378e-46,1.26951644741e+13,52522784.9468, 
817, ,0.09540954763499936,5.4286754393238595e-09,4.06209424707e+13,1.53334684378e-46,2.03104712202e+13,132363784.95, 
818, ,0.09540954763499936,6.866488450042997e-09,6.49877690104e+13,1.53334684378e-46,3.24938845051e+13,330480930.838, 
819, ,0.09540954763499936,8.68511373751352e-09,1.03971248919e+14,1.53334684378e-46,5.19856244595e+13,812930717.126, 
820, ,0.09540954763499936,1.0985411419875573e-08,1.66339309171e+14,1.53334684378e-46,8.31696545857e+13,1952582617.39, 
821, ,0.09540954763499936,1.3894954943731358e-08,2.66119394191e+14,1.53334684378e-46,1.33059697096e+14,4514449254.2, 
822, ,0.09540954763499936,1.7575106248547933e-08,4.25753433253e+14,1.53334684378e-46,2.12876716626e+14,9819867490.33, 
823, ,0.09540954763499936,2.222996482526196e-08,6.81145342592e+14,1.53334684378e-46,3.40572671296e+14,19373987467.7, 
824, ,0.09540954763499936,2.8117686979742307e-08,1.08973631566e+15,1.53334684378e-46,5.44868157832e+14,32697793471.9, 
825, ,0.09540954763499936,3.5564803062231293e-08,1.74342414669e+15,1.53334684378e-46,8.71712073344e+14,42985811614.2, 
826, ,0.09540954763499936,4.498432668969443e-08,2.78923232305e+15,1.53334684378e-46,1.39461616153e+15,37892978940.9, 
827, ,0.09540954763499936,5.689866029018303e-08,4.46237765304e+15,1.53334684378e-46,2.23118882652e+15,17623817300.2, 
828, ,0.09540954763499936,7.196856730011529e-08,7.13917379839e+15,1.53334684378e-46,3.56958689919e+15,2946949112.54, 
829, ,0.09540954763499936,9.102981779915227e-08,1.14216694521e+16,1.53334684378e-46,5.71083472607e+15,95913190.7437, 
830, ,0.09540954763499936,1.151395399326448e-07,1.82730574655e+16,1.53334684378e-46,9.13652873273e+15,227644.600773, 
831, ,0.09540954763499936,1.4563484775012446e-07,2.923431032e+16,1.53334684378e-46,1.461715516e+16,8.19208355879, 
832, ,0.09540954763499936,1.8420699693267165e-07,4.67707662771e+16,1.53334684378e-46,2.33853831385e+16,3.62244122781e-07, 
833, ,0.09540954763499936,2.329951810515372e-07,7.4826618251e+16,1.53334684378e-46,3.74133091255e+16,3.53322890504e-19, 
834, ,0.09540954763499936,2.947051702551811e-07,1.19712017668e+17,1.53334684378e-46,5.98560088338e+16,1.22377735841e-38, 
835, ,0.09540954763499936,3.727593720314938e-07,1.91522315307e+17,1.53334684378e-46,9.57611576535e+16,5.11521620629e-70, 
836, ,0.09540954763499936,4.7148663634573897e-07,3.06408646143e+17,1.53334684378e-46,1.53204323072e+17,1.82946592506e-120, 
837, ,0.09540954763499936,5.963623316594636e-07,4.90210544295e+17,1.53334684378e-46,2.45105272147e+17,2.04253916077e-201, 
