Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,Kappa0
2034, ,2.8117686979742307,2.947051702551811e-07,158704835737.0,5.83817105199e-48,1462467544.69,0.0, 
2035, ,2.8117686979742307,3.727593720314938e-07,253905315297.0,5.83817105199e-48,3715737671.87,0.0, 
2036, ,2.8117686979742307,4.7148663634573897e-07,406212632633.0,5.83817105199e-48,9399741371.91,0.0, 
2037, ,2.8117686979742307,5.963623316594636e-07,649882822332.0,5.83817105199e-48,23616654171.3,0.0, 
2038, ,2.8117686979742307,7.543120063354624e-07,1.03972070003e+12,5.83817105199e-48,58708495628.8,0.0, 
2039, ,2.8117686979742307,9.540954763499944e-07,1.6634062279e+12,5.83817105199e-48,143584279780.0,0.0, 
2040, ,2.8117686979742307,1.2067926406393288e-06,2.66121495795e+12,5.83817105199e-48,342717424973.0,0.0, 
2041, ,2.8117686979742307,1.526417967175233e-06,4.25756795522e+12,5.83817105199e-48,789833918821.0,0.0, 
2042, ,2.8117686979742307,1.9306977288832498e-06,6.81150721748e+12,5.83817105199e-48,1.73531655762e+12,0.0, 
2043, ,2.8117686979742307,2.4420530945486497e-06,1.08974492155e+13,5.83817105199e-48,3.58974496465e+12,0.0, 
2044, ,2.8117686979742307,3.088843596477485e-06,1.74343791489e+13,5.83817105199e-48,6.93627031688e+12,0.0, 
2045, ,2.8117686979742307,3.906939937054621e-06,2.78925435024e+13,5.83817105199e-48,1.25316198135e+13,0.0, 
2046, ,2.8117686979742307,4.941713361323839e-06,4.46241289342e+13,5.83817105199e-48,2.14163094126e+13,0.0, 
2047, ,2.8117686979742307,6.250551925273976e-06,7.13923017803e+13,5.83817105199e-48,3.52640972569e+13,0.0, 
2048, ,2.8117686979742307,7.906043210907703e-06,1.14217596516e+14,5.83817105199e-48,5.69591123907e+13,0.0, 
2049, ,2.8117686979742307,1e-05,1.82732017718e+14,5.83817105199e-48,9.13315966238e+13,0.0, 
2050, ,3.2374575428176433,1e-10,10397.233776,7.37327679459e-48,8.02609694114e-06,8.61435742802e-11, 
2051, ,3.2374575428176433,1.264855216855296e-10,16634.1051164,7.37327679459e-48,2.05431797404e-05,3.38209354372e-10, 
2052, ,3.2374575428176433,1.5998587196060573e-10,26612.2181133,7.37327679459e-48,5.25812529782e-05,1.29473719326e-09, 
2053, ,3.2374575428176433,2.0235896477251562e-10,42575.7891965,7.37327679459e-48,0.000134584236621,4.76027925987e-09, 
2054, ,3.2374575428176433,2.559547922699533e-10,68115.2475902,7.37327679459e-48,0.0003444748024,1.64064037525e-08, 
2055, ,3.2374575428176433,3.23745754281764e-10,108974.772795,7.37327679459e-48,0.000881699761338,5.0990183565e-08, 
2056, ,3.2374575428176433,4.09491506238042e-10,174344.240474,7.37327679459e-48,0.00225675277797,1.34311638353e-07, 
2057, ,3.2374575428176433,5.179474679231202e-10,278926.153335,7.37327679459e-48,0.00577626682511,2.71517042333e-07, 
2058, ,3.2374575428176433,6.551285568595495e-10,446242.438539,7.37327679459e-48,0.0147846315083,3.59407373957e-07, 
2059, ,3.2374575428176433,8.28642772854686e-10,713924.856355,7.37327679459e-48,0.0378419718621,2.41642411323e-07, 
2060, ,3.2374575428176433,1.0481131341546874e-09,1142178.90658,7.37327679459e-48,0.0968583363643,5.49635744542e-08, 
2061, ,3.2374575428176433,1.3257113655901108e-09,1827324.88305,7.37327679459e-48,0.247913536823,2.20774185493e-09, 
2062, ,3.2374575428176433,1.6768329368110098e-09,2923461.6477,7.37327679459e-48,0.634546509328,5.53455168721e-12, 
2063, ,3.2374575428176433,2.1209508879201927e-09,4677125.6085,7.37327679459e-48,1.62415191785,1.6398502847e-16, 
2064, ,3.2374575428176433,2.6826957952797275e-09,7482740.18745,7.37327679459e-48,4.1570935129,4.00810002567e-24, 
2065, ,3.2374575428176433,3.393221771895329e-09,11971327.1354,7.37327679459e-48,10.6402753375,1.14227079997e-36, 
2066, ,3.2374575428176433,4.291934260128778e-09,19152432.1029,7.37327679459e-48,27.2342752767,4.16880307419e-57, 
2067, ,3.2374575428176433,5.4286754393238595e-09,30641185.5015,7.37327679459e-48,69.7073534315,3.59112049112e-90, 
2068, ,3.2374575428176433,6.866488450042997e-09,49021567.8036,7.37327679459e-48,178.418987032,1.94536305204e-143, 
2069, ,3.2374575428176433,8.68511373751352e-09,78427582.6993,7.37327679459e-48,456.67061826,5.0503828581e-229, 
2070, ,3.2374575428176433,1.0985411419875573e-08,125473052.039,7.37327679459e-48,1168.86488871,0.0, 
2071, ,3.2374575428176433,1.3894954943731358e-08,200739156.38,7.37327679459e-48,2991.74340689,0.0, 
2072, ,3.2374575428176433,1.7575106248547933e-08,321154289.702,7.37327679459e-48,7657.41934443,0.0, 
2073, ,3.2374575428176433,2.222996482526196e-08,513801490.718,7.37327679459e-48,19599.1580108,0.0, 
2074, ,3.2374575428176433,2.8117686979742307e-08,822009795.072,7.37327679459e-48,50163.4536996,0.0, 
2075, ,3.2374575428176433,3.5564803062231293e-08,1315099538.25,7.37327679459e-48,128389.496976,0.0, 
2076, ,3.2374575428176433,4.498432668969443e-08,2103973463.41,7.37327679459e-48,328593.411295,0.0, 
2077, ,3.2374575428176433,5.689866029018303e-08,3366060291.26,7.37327679459e-48,840945.530056,0.0, 
2078, ,3.2374575428176433,7.196856730011529e-08,5385220907.7,7.37327679459e-48,2152010.3192,0.0, 
2079, ,3.2374575428176433,9.102981779915227e-08,8615592626.19,7.37327679459e-48,5506413.23846,0.0, 
2080, ,3.2374575428176433,1.151395399326448e-07,13783730987.6,7.37327679459e-48,14086725.361,0.0, 
2081, ,3.2374575428176433,1.4563484775012446e-07,22052022209.2,7.37327679459e-48,36026185.4201,0.0, 
2082, ,3.2374575428176433,1.8420699693267165e-07,35280120016.3,7.37327679459e-48,92090316.3801,0.0, 
2083, ,3.2374575428176433,2.329951810515372e-07,56443207636.8,7.37327679459e-48,235217841.973,0.0, 
2084, ,3.2374575428176433,2.947051702551811e-07,90301157900.3,7.37327679459e-48,600046985.103,0.0, 
2085, ,3.2374575428176433,3.727593720314938e-07,144469094857.0,7.37327679459e-48,1527701536.48,0.0, 
2086, ,3.2374575428176433,4.7148663634573897e-07,231130141121.0,7.37327679459e-48,3877251078.85,0.0, 
2087, ,3.2374575428176433,5.963623316594636e-07,369775571636.0,7.37327679459e-48,9791478139.48,0.0, 
2088, ,3.2374575428176433,7.543120063354624e-07,591588672580.0,7.37327679459e-48,24534851981.3,0.0, 
2089, ,3.2374575428176433,9.540954763499944e-07,946458296247.0,7.37327679459e-48,60738634123.5,0.0, 
2090, ,3.2374575428176433,1.2067926406393288e-06,1.51419955799e+12,7.37327679459e-48,147621372010.0,0.0, 
2091, ,3.2374575428176433,1.526417967175233e-06,2.42250536608e+12,7.37327679459e-48,349135484837.0,0.0, 
2092, ,3.2374575428176433,1.9306977288832498e-06,3.87566633322e+12,7.37327679459e-48,794385559304.0,0.0, 
2093, ,3.2374575428176433,2.4420530945486497e-06,6.20051857748e+12,7.37327679459e-48,1.71643692783e+12,0.0, 
2094, ,3.2374575428176433,3.088843596477485e-06,9.91995371226e+12,7.37327679459e-48,3.48128530255e+12,0.0, 
2095, ,3.2374575428176433,3.906939937054621e-06,1.58705244446e+13,7.37327679459e-48,6.58995443102e+12,0.0, 
2096, ,3.2374575428176433,4.941713361323839e-06,2.53905969175e+13,7.37327679459e-48,1.1691942248e+13,0.0, 
2097, ,3.2374575428176433,6.250551925273976e-06,4.06213678745e+13,7.37327679459e-48,1.97216086457e+13,0.0, 
2098, ,3.2374575428176433,7.906043210907703e-06,6.49884495963e+13,7.37327679459e-48,3.22348783324e+13,0.0, 
2099, ,3.2374575428176433,1e-05,1.0397233776e+14,7.37327679459e-48,5.19058681018e+13,0.0, 
2100, ,3.7275937203149376,1e-10,5915.9069236,1.19725261235e-47,4.21926403497e-06,5.86782718663e-11, 
2101, ,3.7275937203149376,1.264855216855296e-10,9464.61527609,1.19725261235e-47,1.07994084899e-05,2.27240288622e-10, 
2102, ,3.7275937203149376,1.5998587196060573e-10,15142.0472772,1.19725261235e-47,2.76416035414e-05,8.51049155805e-10, 
2103, ,3.7275937203149376,2.0235896477251562e-10,24225.1363691,1.19725261235e-47,7.07500088212e-05,3.02109293723e-09, 
2104, ,3.7275937203149376,2.559547922699533e-10,38756.7956537,1.19725261235e-47,0.000181088037686,9.8437599799e-09, 
2105, ,3.7275937203149376,3.23745754281764e-10,62005.3974706,1.19725261235e-47,0.000463503508954,2.79655385463e-08, 
2106, ,3.7275937203149376,4.09491506238042e-10,99199.8758059,1.19725261235e-47,0.00118635943641,6.38025675117e-08, 
2107, ,3.7275937203149376,5.179474679231202e-10,158705.786292,1.19725261235e-47,0.003036543802,1.02487537114e-07, 
2108, ,3.7275937203149376,6.551285568595495e-10,253906.836051,1.19725261235e-47,0.00777217926166,9.3910505645e-08, 
2109, ,3.7275937203149376,8.28642772854686e-10,406215.065624,1.19725261235e-47,0.019893264797,3.50532346631e-08, 
